min,gp,dist_miles,usg_pct,ts_pct,age,player_height_inches,player_weight,injured_last_season,injury_report_count_last_season,b2b_games,age_x_minutes,weight_x_minutes,b2b_x_minutes,age_x_weight,target_next_season
8.6,37,0.6,0.146,0.405,21.0,80.0,198.0,0.0,0.0,20,180.6,1702.8,172.0,4158.0,0
19.4,74,1.4,0.147,0.523,22.0,80.0,198.0,0.0,0.0,19,426.79999999999995,3841.2,368.59999999999997,4356.0,2
30.3,75,2.3,0.159,0.564,23.0,80.0,198.0,0.0,0.0,20,696.9,5999.400000000001,606.0,4554.0,0
32.6,80,2.4,0.147,0.628,24.0,80.0,198.0,1.0,2.0,16,782.4000000000001,6454.8,521.6,4752.0,2
19.9,45,1.5,0.176,0.439,23.0,75.0,190.0,0.0,0.0,19,457.7,3780.9999999999995,378.09999999999997,4370.0,0
21.1,68,1.6,0.175,0.496,24.0,75.0,190.0,0.0,0.0,18,506.40000000000003,4009.0000000000005,379.8,4560.0,0
9.2,43,0.7,0.149,0.46,23.0,79.0,205.0,0.0,0.0,17,211.6,1885.9999999999998,156.39999999999998,4715.0,1
9.4,36,0.7,0.111,0.466,24.0,79.0,205.0,1.0,1.0,18,225.60000000000002,1927.0,169.20000000000002,4920.0,2
11.6,37,0.9,0.113,0.583,25.0,79.0,205.0,1.0,1.0,20,290.0,2378.0,232.0,5125.0,1
15.1,31,1.1,0.128,0.538,26.0,79.0,205.0,1.0,2.0,17,392.59999999999997,3095.5,256.7,5330.0,2
3.0,11,0.2,0.276,0.506,21.0,79.0,195.0,0.0,0.0,16,63.0,585.0,48.0,4095.0,0
4.8,7,0.3,0.192,0.571,23.0,81.0,215.0,0.0,0.0,20,110.39999999999999,1032.0,96.0,4945.0,2
27.9,70,2.0,0.213,0.554,24.0,81.0,215.0,0.0,0.0,21,669.5999999999999,5998.5,585.9,5160.0,3
28.4,67,2.0,0.209,0.543,25.0,81.0,215.0,1.0,2.0,19,710.0,6106.0,539.6,5375.0,6
31.6,67,2.2,0.188,0.534,26.0,81.0,215.0,1.0,3.0,18,821.6,6794.0,568.8000000000001,5590.0,0
9.6,45,0.7,0.134,0.507,22.0,85.0,245.0,0.0,0.0,21,211.2,2352.0,201.6,5390.0,0
26.3,82,1.8,0.138,0.627,23.0,85.0,245.0,0.0,0.0,19,604.9,6443.5,499.7,5635.0,2
31.7,61,2.2,0.143,0.582,24.0,85.0,245.0,0.0,0.0,18,760.8,7766.5,570.6,5880.0,2
33.9,81,2.4,0.166,0.681,25.0,85.0,245.0,1.0,2.0,17,847.5,8305.5,576.3,6125.0,2
7.8,37,0.6,0.222,0.505,21.0,78.0,222.0,0.0,0.0,21,163.79999999999998,1731.6,163.79999999999998,4662.0,3
22.8,38,1.7,0.239,0.556,22.0,78.0,227.0,0.0,0.0,19,501.6,5175.6,433.2,4994.0,0
20.5,82,1.5,0.222,0.548,23.0,78.0,223.0,1.0,3.0,14,471.5,4571.5,287.0,5129.0,0
19.4,78,1.4,0.209,0.566,24.0,78.0,223.0,0.0,0.0,15,465.59999999999997,4326.2,291.0,5352.0,1
10.2,48,0.8,0.166,0.446,21.0,71.0,176.0,0.0,0.0,16,214.2,1795.1999999999998,163.2,3696.0,1
24.5,76,1.8,0.134,0.504,22.0,71.0,175.0,0.0,0.0,21,539.0,4287.5,514.5,3850.0,1
22.4,78,1.6,0.172,0.515,23.0,71.0,175.0,1.0,1.0,15,515.1999999999999,3919.9999999999995,336.0,4025.0,3
14.8,81,1.1,0.114,0.541,20.0,84.0,255.0,0.0,0.0,15,296.0,3774.0,222.0,5100.0,2
25.3,70,1.7,0.142,0.549,21.0,84.0,255.0,0.0,0.0,18,531.3000000000001,6451.5,455.40000000000003,5355.0,1
25.2,80,1.8,0.125,0.621,22.0,84.0,255.0,1.0,2.0,16,554.4,6426.0,403.2,5610.0,1
29.9,80,2.0,0.159,0.589,23.0,84.0,255.0,1.0,1.0,15,687.6999999999999,7624.5,448.5,5865.0,0
23.2,81,1.6,0.187,0.554,22.0,78.0,205.0,0.0,0.0,18,510.4,4756.0,417.59999999999997,4510.0,2
24.0,70,1.7,0.229,0.512,23.0,78.0,210.0,0.0,0.0,21,552.0,5040.0,504.0,4830.0,0
16.9,51,1.2,0.159,0.563,24.0,78.0,205.0,1.0,2.0,19,405.59999999999997,3464.4999999999995,321.09999999999997,4920.0,1
27.3,79,1.9,0.218,0.568,25.0,78.0,205.0,0.0,0.0,18,682.5,5596.5,491.40000000000003,5125.0,1
16.0,77,1.1,0.146,0.489,22.0,79.0,200.0,0.0,0.0,17,352.0,3200.0,272.0,4400.0,0
19.6,72,1.4,0.139,0.55,23.0,79.0,200.0,0.0,0.0,20,450.8,3920.0000000000005,392.0,4600.0,0
20.3,64,1.4,0.134,0.478,24.0,79.0,200.0,0.0,0.0,17,487.20000000000005,4060.0,345.1,4800.0,0
29.2,80,1.9,0.121,0.603,25.0,79.0,217.0,0.0,0.0,18,730.0,6336.4,525.6,5425.0,2
32.3,70,2.3,0.216,0.473,21.0,73.0,190.0,0.0,0.0,21,678.3,6136.999999999999,678.3,3990.0,3
30.1,76,2.1,0.232,0.455,22.0,73.0,185.0,1.0,2.0,19,662.2,5568.5,571.9,4070.0,1
21.3,64,1.5,0.242,0.507,23.0,73.0,191.0,1.0,3.0,18,489.90000000000003,4068.3,383.40000000000003,4393.0,0
12.3,57,0.9,0.2,0.532,24.0,73.0,191.0,1.0,1.0,16,295.20000000000005,2349.3,196.8,4584.0,0
4.9,3,0.3,0.25,0.403,21.0,76.0,200.0,0.0,0.0,20,102.9,980.0000000000001,98.0,4200.0,0
36.9,2,2.6,0.202,0.342,22.0,76.0,200.0,0.0,0.0,16,811.8,7380.0,590.4,4400.0,0
31.1,80,2.2,0.24,0.514,22.0,76.0,215.0,0.0,0.0,18,684.2,6686.5,559.8000000000001,4730.0,1
35.7,72,2.6,0.249,0.527,23.0,76.0,210.0,0.0,0.0,17,821.1,7497.000000000001,606.9000000000001,4830.0,3
33.0,72,2.5,0.224,0.534,24.0,76.0,210.0,1.0,1.0,19,792.0,6930.0,627.0,5040.0,1
33.2,67,2.3,0.21,0.534,25.0,76.0,210.0,1.0,3.0,15,830.0000000000001,6972.000000000001,498.00000000000006,5250.0,0
24.6,77,1.8,0.148,0.518,19.0,81.0,205.0,0.0,0.0,21,467.40000000000003,5043.0,516.6,3895.0,1
31.4,81,2.2,0.193,0.552,20.0,83.0,217.0,0.0,0.0,21,628.0,6813.799999999999,659.4,4340.0,1
35.3,80,2.4,0.221,0.566,21.0,83.0,222.0,1.0,1.0,20,741.3,7836.599999999999,706.0,4662.0,1
35.6,80,2.4,0.28,0.599,22.0,83.0,222.0,1.0,1.0,18,783.2,7903.200000000001,640.8000000000001,4884.0,2
7.1,22,0.5,0.142,0.47,20.0,79.0,196.0,0.0,0.0,20,142.0,1391.6,142.0,3920.0,3
16.8,33,1.2,0.139,0.508,21.0,79.0,208.0,0.0,0.0,19,352.8,3494.4,319.2,4368.0,3
3.8,6,0.3,0.188,0.307,22.0,84.0,220.0,0.0,0.0,19,83.6,836.0,72.2,4840.0,1
7.7,29,0.5,0.12,0.642,23.0,84.0,220.0,1.0,1.0,17,177.1,1694.0,130.9,5060.0,2
19.1,57,1.3,0.093,0.682,24.0,84.0,220.0,1.0,1.0,17,458.40000000000003,4202.0,324.70000000000005,5280.0,2
15.1,75,1.1,0.141,0.39,23.0,71.0,175.0,0.0,0.0,20,347.3,2642.5,302.0,4025.0,0
12.0,50,0.9,0.171,0.453,24.0,71.0,175.0,0.0,0.0,18,288.0,2100.0,216.0,4200.0,1
17.0,62,1.3,0.142,0.541,24.0,79.0,208.0,0.0,0.0,17,408.0,3536.0,289.0,4992.0,1
14.9,22,1.1,0.196,0.621,25.0,79.0,210.0,1.0,1.0,17,372.5,3129.0,253.3,5250.0,1
23.4,64,1.7,0.127,0.581,26.0,79.0,210.0,1.0,1.0,17,608.4,4914.0,397.79999999999995,5460.0,2
15.5,68,1.1,0.153,0.56,23.0,78.0,190.0,0.0,0.0,15,356.5,2945.0,232.5,4370.0,1
17.7,72,1.3,0.128,0.534,23.0,76.0,200.0,0.0,0.0,20,407.09999999999997,3540.0,354.0,4600.0,0
20.6,67,1.5,0.125,0.493,24.0,76.0,200.0,0.0,0.0,20,494.40000000000003,4120.0,412.0,4800.0,1
24.6,76,1.7,0.155,0.527,25.0,76.0,198.0,0.0,0.0,19,615.0,4870.8,467.40000000000003,4950.0,2
26.1,76,1.9,0.158,0.501,26.0,76.0,198.0,1.0,1.0,18,678.6,5167.8,469.8,5148.0,2
8.1,28,0.5,0.111,0.545,23.0,79.0,225.0,0.0,0.0,20,186.29999999999998,1822.5,162.0,5175.0,0
29.0,82,2.0,0.159,0.507,24.0,79.0,225.0,0.0,0.0,18,696.0,6525.0,522.0,5400.0,0
14.7,59,1.0,0.128,0.543,25.0,79.0,225.0,0.0,0.0,17,367.5,3307.5,249.89999999999998,5625.0,0
29.7,80,2.1,0.114,0.527,26.0,79.0,225.0,0.0,0.0,17,772.1999999999999,6682.5,504.9,5850.0,0
18.5,81,1.4,0.172,0.53,24.0,73.0,179.0,0.0,0.0,18,444.0,3311.5,333.0,4296.0,4
8.6,40,0.7,0.14,0.527,25.0,73.0,179.0,0.0,0.0,17,215.0,1539.3999999999999,146.2,4475.0,4
22.2,59,1.6,0.155,0.548,23.0,83.0,230.0,0.0,0.0,19,510.59999999999997,5106.0,421.8,5290.0,3
23.7,52,1.6,0.14,0.473,24.0,83.0,230.0,0.0,0.0,16,568.8,5451.0,379.2,5520.0,1
13.1,36,0.9,0.173,0.44,25.0,83.0,230.0,1.0,3.0,18,327.5,3013.0,235.79999999999998,5750.0,0
11.2,24,0.8,0.185,0.459,23.0,83.0,220.0,0.0,0.0,21,257.59999999999997,2464.0,235.2,5060.0,4
17.6,59,1.2,0.196,0.567,24.0,83.0,220.0,0.0,0.0,16,422.40000000000003,3872.0000000000005,281.6,5280.0,0
14.0,70,1.0,0.185,0.509,25.0,83.0,220.0,1.0,4.0,17,350.0,3080.0,238.0,5500.0,3
9.4,31,0.7,0.176,0.4,26.0,75.0,191.0,0.0,0.0,16,244.4,1795.4,150.4,4966.0,0
7.0,34,0.5,0.198,0.409,26.0,80.0,215.0,0.0,0.0,20,182.0,1505.0,140.0,5590.0,1
18.5,50,1.3,0.178,0.545,31.0,83.0,260.0,0.0,0.0,21,573.5,4810.0,388.5,8060.0,4
9.7,48,0.7,0.167,0.603,26.0,84.0,250.0,0.0,0.0,21,252.2,2425.0,203.7,6500.0,0
7.5,23,0.6,0.212,0.485,23.0,75.0,173.0,0.0,0.0,21,172.5,1297.5,157.5,3979.0,0
6.4,30,0.5,0.152,0.483,24.0,75.0,180.0,0.0,0.0,21,153.60000000000002,1152.0,134.4,4320.0,0
8.8,66,0.7,0.193,0.544,25.0,75.0,175.0,0.0,0.0,20,220.00000000000003,1540.0000000000002,176.0,4375.0,0
14.8,77,1.1,0.192,0.575,26.0,75.0,175.0,0.0,0.0,17,384.8,2590.0,251.60000000000002,4550.0,1
6.5,2,0.5,0.103,0.5,23.0,74.0,185.0,0.0,0.0,20,149.5,1202.5,130.0,4255.0,0
3.9,2,0.3,0.167,0.0,24.0,74.0,185.0,0.0,0.0,18,93.6,721.5,70.2,4440.0,2
15.7,44,1.1,0.172,0.603,25.0,74.0,185.0,0.0,0.0,19,392.5,2904.5,298.3,4625.0,2
29.0,70,2.1,0.193,0.601,26.0,74.0,185.0,1.0,2.0,15,754.0,5365.0,435.0,4810.0,2
11.3,51,0.9,0.136,0.476,22.0,82.0,240.0,0.0,0.0,20,248.60000000000002,2712.0,226.0,5280.0,0
5.5,1,0.4,0.053,0.0,26.0,73.0,186.0,0.0,0.0,20,143.0,1023.0,110.0,4836.0,0
18.3,12,1.4,0.168,0.388,25.0,74.0,180.0,0.0,0.0,21,457.5,3294.0,384.3,4500.0,0
15.0,5,1.1,0.2,0.677,22.0,76.0,204.0,0.0,0.0,20,330.0,3060.0,300.0,4488.0,0
8.5,47,0.7,0.203,0.515,23.0,76.0,205.0,0.0,0.0,22,195.5,1742.5,187.0,4715.0,0
11.1,43,0.9,0.195,0.634,24.0,76.0,205.0,0.0,0.0,16,266.4,2275.5,177.6,4920.0,1
17.7,67,1.3,0.203,0.531,25.0,76.0,205.0,0.0,0.0,17,442.5,3628.5,300.9,5125.0,2
25.2,78,1.9,0.123,0.506,25.0,76.0,205.0,0.0,0.0,15,630.0,5166.0,378.0,5125.0,1
14.8,55,1.1,0.183,0.586,26.0,78.0,195.0,0.0,0.0,17,384.8,2886.0,251.60000000000002,5070.0,1
17.9,78,1.3,0.176,0.504,27.0,78.0,195.0,0.0,0.0,15,483.29999999999995,3490.4999999999995,268.5,5265.0,2
15.3,45,1.1,0.19,0.446,22.0,78.0,230.0,0.0,0.0,22,336.6,3519.0,336.6,5060.0,1
3.4,2,0.3,0.294,0.102,24.0,79.0,204.0,0.0,0.0,20,81.6,693.6,68.0,4896.0,0
5.4,12,0.4,0.251,0.488,24.0,72.0,165.0,0.0,0.0,20,129.60000000000002,891.0000000000001,108.0,3960.0,0
19.8,51,1.4,0.154,0.517,23.0,73.0,175.0,0.0,0.0,17,455.40000000000003,3465.0,336.6,4025.0,0
10.9,55,0.8,0.196,0.46,24.0,73.0,175.0,1.0,2.0,19,261.6,1907.5,207.1,4200.0,1
9.7,53,0.7,0.215,0.533,25.0,73.0,175.0,0.0,0.0,15,242.49999999999997,1697.4999999999998,145.5,4375.0,1
8.9,22,0.6,0.244,0.548,25.0,77.0,179.0,0.0,0.0,19,222.5,1593.1000000000001,169.1,4475.0,0
10.4,37,0.7,0.208,0.488,26.0,77.0,179.0,0.0,0.0,18,270.40000000000003,1861.6000000000001,187.20000000000002,4654.0,1
24.7,77,1.8,0.218,0.515,20.0,77.0,183.0,0.0,0.0,19,494.0,4520.099999999999,469.3,3660.0,0
28.0,82,2.0,0.228,0.548,21.0,77.0,189.0,1.0,1.0,14,588.0,5292.0,392.0,3969.0,3
37.2,47,2.7,0.215,0.576,22.0,77.0,185.0,0.0,0.0,15,818.4000000000001,6882.000000000001,558.0,4070.0,0
12.5,33,0.9,0.199,0.411,20.0,75.0,175.0,0.0,0.0,21,250.0,2187.5,262.5,3500.0,2
14.2,46,1.1,0.168,0.51,21.0,75.0,194.0,0.0,0.0,20,298.2,2754.7999999999997,284.0,4074.0,0
11.1,53,0.8,0.189,0.521,22.0,75.0,194.0,1.0,2.0,16,244.2,2153.4,177.6,4268.0,1
16.6,47,1.2,0.147,0.459,23.0,75.0,190.0,0.0,0.0,19,381.8,3154.0000000000005,315.40000000000003,4370.0,0
15.8,62,1.1,0.183,0.5,24.0,75.0,190.0,0.0,0.0,15,379.20000000000005,3002.0,237.0,4560.0,0
30.3,82,2.2,0.179,0.456,21.0,76.0,185.0,0.0,0.0,17,636.3000000000001,5605.5,515.1,3885.0,2
29.4,73,2.3,0.198,0.478,22.0,76.0,185.0,0.0,0.0,19,646.8,5439.0,558.6,4070.0,0
29.4,82,2.2,0.211,0.52,23.0,76.0,185.0,1.0,2.0,15,676.1999999999999,5439.0,441.0,4255.0,2
25.0,59,1.8,0.23,0.528,23.0,77.0,185.0,0.0,0.0,16,575.0,4625.0,400.0,4255.0,1
32.3,79,2.4,0.225,0.516,24.0,77.0,194.0,1.0,1.0,18,775.1999999999999,6266.2,581.4,4656.0,0
29.2,82,2.1,0.228,0.526,25.0,77.0,194.0,1.0,1.0,16,730.0,5664.8,467.2,4850.0,0
13.0,16,1.0,0.122,0.362,22.0,78.0,200.0,0.0,0.0,17,286.0,2600.0,221.0,4400.0,0
21.8,62,1.6,0.188,0.494,22.0,78.0,205.0,0.0,0.0,20,479.6,4469.0,436.0,4510.0,0
6.4,37,0.5,0.179,0.522,23.0,78.0,205.0,1.0,2.0,20,147.20000000000002,1312.0,128.0,4715.0,1
4.8,21,0.3,0.21,0.527,24.0,77.0,195.0,0.0,0.0,20,115.19999999999999,936.0,96.0,4680.0,0
7.3,23,0.5,0.19,0.491,25.0,77.0,195.0,0.0,0.0,20,182.5,1423.5,146.0,4875.0,3
13.1,55,1.0,0.16,0.395,20.0,76.0,210.0,0.0,0.0,21,262.0,2751.0,275.09999999999997,4200.0,1
32.1,76,2.3,0.16,0.566,21.0,76.0,210.0,0.0,0.0,16,674.1,6741.0,513.6,4410.0,6
31.3,57,2.2,0.183,0.611,22.0,76.0,210.0,1.0,1.0,17,688.6,6573.0,532.1,4620.0,1
13.4,34,0.9,0.208,0.394,22.0,78.0,200.0,0.0,0.0,22,294.8,2680.0,294.8,4400.0,2
13.3,12,0.9,0.207,0.423,23.0,78.0,200.0,1.0,1.0,17,305.90000000000003,2660.0,226.10000000000002,4600.0,0
22.6,59,1.6,0.14,0.581,24.0,78.0,200.0,1.0,2.0,14,542.4000000000001,4520.0,316.40000000000003,4800.0,0
15.4,73,1.1,0.138,0.492,21.0,78.0,205.0,0.0,0.0,18,323.40000000000003,3157.0,277.2,4305.0,4
24.8,73,1.9,0.163,0.517,22.0,78.0,205.0,1.0,1.0,19,545.6,5084.0,471.2,4510.0,2
27.3,80,2.1,0.161,0.54,23.0,78.0,205.0,1.0,4.0,18,627.9,5596.5,491.40000000000003,4715.0,2
21.3,50,1.5,0.192,0.529,22.0,80.0,215.0,0.0,0.0,19,468.6,4579.5,404.7,4730.0,2
32.2,79,2.2,0.215,0.542,23.0,80.0,206.0,1.0,2.0,18,740.6,6633.200000000001,579.6,4738.0,8
27.0,59,1.9,0.227,0.522,24.0,80.0,206.0,1.0,2.0,17,648.0,5562.0,459.0,4944.0,5
8.3,30,0.6,0.186,0.489,20.0,77.0,209.0,0.0,0.0,20,166.0,1734.7,166.0,4180.0,2
16.6,39,1.2,0.19,0.447,24.0,80.0,220.0,0.0,0.0,21,398.40000000000003,3652.0000000000005,348.6,5280.0,1
7.5,35,0.5,0.143,0.471,21.0,79.0,222.0,0.0,0.0,21,157.5,1665.0,157.5,4662.0,1
11.3,45,0.9,0.157,0.508,22.0,79.0,222.0,1.0,1.0,17,248.60000000000002,2508.6000000000004,192.10000000000002,4884.0,1
20.7,69,1.5,0.125,0.564,23.0,78.0,222.0,1.0,1.0,17,476.09999999999997,4595.4,351.9,5106.0,1
10.7,31,0.8,0.149,0.457,19.0,78.0,215.0,0.0,0.0,18,203.29999999999998,2300.5,192.6,4085.0,0
6.9,29,0.5,0.092,0.384,20.0,78.0,215.0,1.0,1.0,19,138.0,1483.5,131.1,4300.0,1
7.6,29,0.6,0.125,0.549,21.0,78.0,215.0,0.0,0.0,17,159.6,1634.0,129.2,4515.0,1
21.2,65,1.6,0.162,0.47,21.0,80.0,210.0,0.0,0.0,21,445.2,4452.0,445.2,4410.0,4
26.8,77,2.0,0.179,0.506,22.0,80.0,210.0,1.0,3.0,19,589.6,5628.0,509.2,4620.0,0
19.1,80,1.4,0.122,0.556,23.0,81.0,210.0,1.0,4.0,15,439.3,4011.0000000000005,286.5,4830.0,0
9.7,51,0.7,0.137,0.537,23.0,78.0,225.0,0.0,0.0,20,223.1,2182.5,194.0,5175.0,2
3.0,5,0.2,0.128,0.375,24.0,78.0,219.0,0.0,0.0,19,72.0,657.0,57.0,5256.0,3
21.9,52,1.7,0.159,0.558,25.0,78.0,219.0,1.0,2.0,14,547.5,4796.099999999999,306.59999999999997,5475.0,2
8.9,36,0.7,0.18,0.48,23.0,80.0,225.0,0.0,0.0,20,204.70000000000002,2002.5,178.0,5175.0,1
23.0,81,1.7,0.166,0.561,24.0,80.0,225.0,1.0,1.0,17,552.0,5175.0,391.0,5400.0,3
22.8,66,1.7,0.162,0.554,25.0,80.0,219.0,1.0,1.0,15,570.0,4993.2,342.0,5475.0,1
10.6,50,0.8,0.17,0.48,24.0,81.0,218.0,0.0,0.0,19,254.39999999999998,2310.7999999999997,201.4,5232.0,0
17.9,4,1.2,0.15,0.506,25.0,76.0,210.0,0.0,0.0,19,447.49999999999994,3758.9999999999995,340.09999999999997,5250.0,0
19.9,31,1.4,0.227,0.576,26.0,76.0,219.0,0.0,0.0,15,517.4,4358.099999999999,298.5,5694.0,1
25.1,70,1.8,0.232,0.546,27.0,76.0,219.0,0.0,0.0,14,677.7,5496.900000000001,351.40000000000003,5913.0,0
17.0,47,1.3,0.151,0.517,19.0,81.0,220.0,0.0,0.0,17,323.0,3740.0,289.0,4180.0,2
23.9,78,1.8,0.169,0.541,20.0,81.0,220.0,1.0,1.0,19,478.0,5258.0,454.09999999999997,4400.0,1
28.7,80,2.1,0.197,0.53,21.0,81.0,220.0,1.0,2.0,15,602.6999999999999,6314.0,430.5,4620.0,5
15.4,40,1.1,0.173,0.551,21.0,80.0,215.0,0.0,0.0,18,323.40000000000003,3311.0,277.2,4515.0,1
22.8,47,1.7,0.195,0.549,22.0,80.0,230.0,1.0,1.0,14,501.6,5244.0,319.2,5060.0,3
31.0,66,2.3,0.188,0.539,23.0,80.0,225.0,1.0,1.0,14,713.0,6975.0,434.0,5175.0,0
11.3,35,0.8,0.123,0.468,24.0,77.0,225.0,0.0,0.0,19,271.20000000000005,2542.5,214.70000000000002,5400.0,0
27.0,67,1.9,0.149,0.491,21.0,76.0,220.0,0.0,0.0,18,567.0,5940.0,486.0,4620.0,1
27.3,61,1.9,0.168,0.463,22.0,76.0,220.0,1.0,1.0,19,600.6,6006.0,518.7,4840.0,1
30.4,79,2.0,0.183,0.486,23.0,76.0,220.0,1.0,1.0,17,699.1999999999999,6688.0,516.8,5060.0,3
10.9,33,0.8,0.13,0.389,21.0,81.0,230.0,0.0,0.0,21,228.9,2507.0,228.9,4830.0,1
16.0,78,1.1,0.143,0.528,22.0,81.0,230.0,0.0,0.0,17,352.0,3680.0,272.0,5060.0,0
14.2,72,1.0,0.118,0.525,23.0,81.0,230.0,1.0,1.0,15,326.59999999999997,3266.0,213.0,5290.0,0
8.2,29,0.6,0.166,0.552,23.0,83.0,240.0,0.0,0.0,17,188.6,1967.9999999999998,139.39999999999998,5520.0,1
14.4,69,1.1,0.175,0.557,24.0,83.0,240.0,0.0,0.0,17,345.6,3456.0,244.8,5760.0,0
17.3,77,1.3,0.162,0.588,25.0,83.0,240.0,1.0,1.0,15,432.5,4152.0,259.5,6000.0,2
23.1,32,1.6,0.173,0.443,24.0,82.0,245.0,0.0,0.0,19,554.4000000000001,5659.5,438.90000000000003,5880.0,0
9.3,52,0.7,0.175,0.422,25.0,82.0,237.0,0.0,0.0,14,232.50000000000003,2204.1000000000004,130.20000000000002,5925.0,1
7.5,18,0.5,0.219,0.505,26.0,82.0,237.0,0.0,0.0,15,195.0,1777.5,112.5,6162.0,0
10.3,25,0.8,0.167,0.475,19.0,82.0,240.0,0.0,0.0,22,195.70000000000002,2472.0,226.60000000000002,4560.0,0
15.0,78,1.1,0.13,0.471,20.0,81.0,240.0,0.0,0.0,19,300.0,3600.0,285.0,4800.0,0
17.1,74,1.3,0.129,0.525,21.0,81.0,245.0,0.0,0.0,15,359.1,4189.5,256.5,5145.0,2
13.6,1,0.9,0.172,0.258,20.0,81.0,250.0,0.0,0.0,16,272.0,3400.0,217.6,5000.0,1
28.2,81,1.9,0.209,0.482,21.0,81.0,250.0,1.0,3.0,18,592.1999999999999,7050.0,507.59999999999997,5250.0,4
28.8,74,2.0,0.212,0.543,22.0,81.0,250.0,1.0,1.0,16,633.6,7200.0,460.8,5500.0,0
3.5,18,0.2,0.126,0.309,24.0,81.0,250.0,0.0,0.0,20,84.0,875.0,70.0,6000.0,3
10.8,34,0.8,0.188,0.379,22.0,81.0,265.0,0.0,0.0,21,237.60000000000002,2862.0,226.8,5830.0,0
13.0,66,0.9,0.135,0.441,23.0,81.0,257.0,1.0,1.0,20,299.0,3341.0,260.0,5911.0,1
7.3,11,0.5,0.205,0.582,24.0,81.0,257.0,0.0,0.0,16,175.2,1876.1,116.8,6168.0,0
9.1,15,0.7,0.185,0.564,22.0,81.0,230.0,0.0,0.0,19,200.2,2093.0,172.9,5060.0,3
6.4,41,0.5,0.194,0.554,23.0,81.0,240.0,0.0,0.0,20,147.20000000000002,1536.0,128.0,5520.0,0
8.8,52,0.7,0.145,0.543,24.0,81.0,240.0,1.0,3.0,17,211.20000000000002,2112.0,149.60000000000002,5760.0,0
6.6,19,0.5,0.188,0.578,21.0,81.0,263.0,0.0,0.0,20,138.6,1735.8,132.0,5523.0,0
2.7,7,0.2,0.133,0.595,22.0,81.0,263.0,0.0,0.0,18,59.400000000000006,710.1,48.6,5786.0,0
36.2,82,2.5,0.223,0.517,20.0,80.0,199.0,0.0,0.0,19,724.0,7203.8,687.8000000000001,3980.0,1
35.1,81,2.4,0.267,0.543,21.0,80.0,199.0,0.0,0.0,14,737.1,6984.900000000001,491.40000000000003,4179.0,0
37.2,82,2.5,0.286,0.534,22.0,80.0,199.0,1.0,1.0,15,818.4000000000001,7402.8,558.0,4378.0,0
29.5,25,2.2,0.202,0.527,20.0,80.0,240.0,0.0,0.0,21,590.0,7080.0,619.5,4800.0,2
31.7,76,2.4,0.206,0.535,21.0,80.0,250.0,1.0,2.0,20,665.6999999999999,7925.0,634.0,5250.0,2
33.9,51,2.4,0.257,0.563,22.0,80.0,250.0,1.0,2.0,18,745.8,8475.0,610.1999999999999,5500.0,1
25.4,31,1.7,0.356,0.584,23.0,84.0,250.0,0.0,0.0,18,584.1999999999999,6350.0,457.2,5750.0,6
10.6,15,0.8,0.227,0.52,22.0,73.0,165.0,0.0,0.0,19,233.2,1749.0,201.4,3630.0,0
15.2,32,1.1,0.18,0.55,23.0,82.0,255.0,0.0,0.0,18,349.59999999999997,3876.0,273.59999999999997,5865.0,1
22.2,82,1.6,0.137,0.457,19.0,78.0,190.0,0.0,0.0,19,421.8,4218.0,421.8,3610.0,1
18.6,66,1.4,0.176,0.521,21.0,78.0,190.0,0.0,0.0,17,390.6,3534.0000000000005,316.20000000000005,3990.0,3
15.3,74,1.2,0.173,0.498,22.0,81.0,214.0,0.0,0.0,21,336.6,3274.2000000000003,321.3,4708.0,1
15.9,73,1.2,0.165,0.504,23.0,81.0,214.0,0.0,0.0,16,365.7,3402.6,254.4,4922.0,0
0.7,3,0.1,0.2,1.0,23.0,82.0,218.0,0.0,0.0,18,16.099999999999998,152.6,12.6,5014.0,1
5.9,8,0.5,0.096,0.515,24.0,82.0,238.0,1.0,1.0,19,141.60000000000002,1404.2,112.10000000000001,5712.0,0
11.0,5,0.8,0.135,0.509,24.0,79.0,230.0,0.0,0.0,16,264.0,2530.0,176.0,5520.0,0
15.4,2,1.2,0.139,0.612,25.0,79.0,230.0,0.0,0.0,15,385.0,3542.0,231.0,5750.0,0
5.4,20,0.4,0.243,0.547,24.0,83.0,250.0,0.0,0.0,18,129.60000000000002,1350.0,97.2,6000.0,1
26.3,81,1.9,0.24,0.508,23.0,82.0,223.0,0.0,0.0,18,604.9,5864.900000000001,473.40000000000003,5129.0,1
7.5,12,0.5,0.206,0.409,21.0,82.0,240.0,0.0,0.0,20,157.5,1800.0,150.0,5040.0,3
19.1,77,1.4,0.156,0.553,22.0,82.0,240.0,0.0,0.0,20,420.20000000000005,4584.0,382.0,5280.0,2
23.9,65,1.7,0.199,0.638,23.0,82.0,240.0,1.0,3.0,16,549.6999999999999,5736.0,382.4,5520.0,6
17.8,62,1.2,0.203,0.483,20.0,83.0,280.0,0.0,0.0,21,356.0,4984.0,373.8,5600.0,3
17.1,32,1.2,0.266,0.46,21.0,84.0,280.0,1.0,1.0,16,359.1,4788.0,273.6,5880.0,3
21.4,65,1.5,0.232,0.528,22.0,84.0,280.0,1.0,3.0,15,470.79999999999995,5992.0,321.0,6160.0,1
2.9,8,0.2,0.281,0.417,19.0,81.0,205.0,0.0,0.0,19,55.1,594.5,55.1,3895.0,0
