min,gp,dist_miles,usg_pct,ts_pct,age,player_height_inches,player_weight,injured_last_season,injury_report_count_last_season,b2b_games,age_x_minutes,weight_x_minutes,b2b_x_minutes,age_x_weight,target_next_season
7.1,6,0.5,0.152,0.125,20.0,81.0,205.0,0.0,0.0,17,142.0,1455.5,120.69999999999999,4100.0,1
4.5,9,0.4,0.175,0.438,21.0,81.0,205.0,0.0,0.0,17,94.5,922.5,76.5,4305.0,0
21.7,80,1.5,0.194,0.582,21.0,82.0,250.0,0.0,0.0,16,455.7,5425.0,347.2,5250.0,2
27.9,73,1.9,0.231,0.64,22.0,82.0,250.0,1.0,1.0,17,613.8,6975.0,474.29999999999995,5500.0,1
28.4,72,1.9,0.243,0.518,20.0,87.0,240.0,0.0,0.0,17,568.0,6816.0,482.79999999999995,4800.0,5
32.8,66,2.2,0.24,0.546,21.0,87.0,240.0,1.0,4.0,15,688.8,7871.999999999999,491.99999999999994,5040.0,5
6.6,11,0.5,0.167,0.555,24.0,87.0,260.0,0.0,0.0,19,158.39999999999998,1716.0,125.39999999999999,6240.0,1
15.4,68,1.1,0.134,0.591,29.0,82.0,200.0,0.0,0.0,18,446.6,3080.0,277.2,5800.0,0
8.4,33,0.6,0.123,0.572,30.0,81.0,230.0,1.0,1.0,14,252.0,1932.0,117.60000000000001,6900.0,1
18.8,32,1.4,0.161,0.506,23.0,75.0,190.0,0.0,0.0,17,432.40000000000003,3572.0,319.6,4370.0,2
24.0,36,1.7,0.167,0.579,24.0,76.0,186.0,1.0,1.0,17,576.0,4464.0,408.0,4464.0,5
29.8,73,2.2,0.203,0.535,25.0,76.0,186.0,1.0,2.0,15,745.0,5542.8,447.0,4650.0,2
5.4,16,0.4,0.156,0.432,24.0,81.0,246.0,0.0,0.0,19,129.60000000000002,1328.4,102.60000000000001,5904.0,0
21.8,11,1.7,0.17,0.406,24.0,73.0,170.0,0.0,0.0,19,523.2,3706.0,414.2,4080.0,0
14.5,51,1.0,0.192,0.499,25.0,73.0,170.0,0.0,0.0,17,362.5,2465.0,246.5,4250.0,1
23.5,65,1.7,0.161,0.504,26.0,73.0,170.0,0.0,0.0,17,611.0,3995.0,399.5,4420.0,1
19.0,63,1.3,0.138,0.583,23.0,83.0,257.0,0.0,0.0,16,437.0,4883.0,304.0,5911.0,0
12.7,39,0.9,0.13,0.537,24.0,81.0,250.0,1.0,1.0,18,304.79999999999995,3175.0,228.6,6000.0,4
16.3,67,1.2,0.152,0.56,25.0,81.0,250.0,0.0,0.0,16,407.5,4075.0,260.8,6250.0,2
13.2,51,1.0,0.172,0.451,24.0,82.0,225.0,0.0,0.0,21,316.79999999999995,2970.0,277.2,5400.0,0
32.4,45,2.3,0.187,0.489,23.0,74.0,200.0,0.0,0.0,21,745.1999999999999,6480.0,680.4,4600.0,0
24.8,82,1.8,0.151,0.49,24.0,74.0,200.0,0.0,0.0,17,595.2,4960.0,421.6,4800.0,0
20.2,74,1.4,0.18,0.51,25.0,74.0,200.0,0.0,0.0,19,505.0,4040.0,383.8,5000.0,0
21.2,79,1.5,0.126,0.533,27.0,80.0,216.0,0.0,0.0,19,572.4,4579.2,402.8,5832.0,1
15.3,81,1.1,0.128,0.572,28.0,80.0,226.0,1.0,1.0,18,428.40000000000003,3457.8,275.40000000000003,6328.0,0
24.1,82,1.7,0.135,0.604,29.0,80.0,226.0,1.0,1.0,17,698.9000000000001,5446.6,409.70000000000005,6554.0,0
11.0,3,0.8,0.15,0.463,24.0,71.0,165.0,0.0,0.0,18,264.0,1815.0,198.0,3960.0,0
5.6,26,0.4,0.191,0.46,24.0,79.0,218.0,0.0,0.0,20,134.39999999999998,1220.8,112.0,5232.0,0
12.5,5,0.9,0.152,0.523,25.0,79.0,218.0,0.0,0.0,14,312.5,2725.0,175.0,5450.0,0
17.4,14,1.3,0.168,0.481,24.0,75.0,180.0,0.0,0.0,18,417.59999999999997,3131.9999999999995,313.2,4320.0,0
19.8,81,1.6,0.167,0.511,24.0,74.0,200.0,0.0,0.0,19,475.20000000000005,3960.0,376.2,4800.0,1
26.3,81,2.1,0.142,0.504,25.0,74.0,200.0,1.0,1.0,18,657.5,5260.0,473.40000000000003,5000.0,1
30.0,53,2.0,0.272,0.536,20.0,83.0,275.0,0.0,0.0,19,600.0,8250.0,570.0,5500.0,7
22.7,50,1.6,0.244,0.546,21.0,83.0,275.0,1.0,3.0,18,476.7,6242.5,408.59999999999997,5775.0,3
30.4,68,2.2,0.25,0.437,20.0,77.0,200.0,0.0,0.0,16,608.0,6080.0,486.4,4000.0,2
25.6,55,1.9,0.222,0.483,21.0,77.0,200.0,0.0,0.0,17,537.6,5120.0,435.20000000000005,4200.0,1
15.5,37,1.2,0.151,0.45,20.0,74.0,195.0,0.0,0.0,14,310.0,3022.5,217.0,3900.0,0
12.9,60,0.9,0.132,0.523,21.0,74.0,195.0,0.0,0.0,15,270.90000000000003,2515.5,193.5,4095.0,1
11.8,55,0.9,0.152,0.522,22.0,78.0,228.0,0.0,0.0,17,259.6,2690.4,200.60000000000002,5016.0,1
16.4,75,1.2,0.202,0.537,23.0,78.0,228.0,0.0,0.0,18,377.2,3739.2,295.2,5244.0,2
20.6,29,1.5,0.109,0.427,23.0,79.0,210.0,0.0,0.0,18,473.8,4326.0,370.8,4830.0,0
14.5,11,1.1,0.152,0.43,24.0,79.0,211.0,1.0,1.0,15,348.0,3059.5,217.5,5064.0,0
9.7,39,0.7,0.141,0.635,22.0,80.0,240.0,0.0,0.0,20,213.39999999999998,2328.0,194.0,5280.0,1
18.3,58,1.3,0.17,0.662,23.0,80.0,240.0,1.0,2.0,16,420.90000000000003,4392.0,292.8,5520.0,0
20.5,72,1.3,0.162,0.477,22.0,78.0,213.0,0.0,0.0,17,451.0,4366.5,348.5,4686.0,4
4.4,21,0.3,0.132,0.371,21.0,78.0,210.0,0.0,0.0,16,92.4,924.0000000000001,70.4,4410.0,0
3.3,5,0.2,0.132,0.102,22.0,78.0,210.0,0.0,0.0,16,72.6,693.0,52.8,4620.0,0
8.5,27,0.6,0.218,0.54,24.0,77.0,190.0,0.0,0.0,17,204.0,1615.0,144.5,4560.0,4
16.5,27,1.3,0.163,0.535,25.0,77.0,190.0,1.0,1.0,17,412.5,3135.0,280.5,4750.0,1
8.7,36,0.6,0.15,0.48,22.0,77.0,185.0,0.0,0.0,19,191.39999999999998,1609.4999999999998,165.29999999999998,4070.0,0
3.1,3,0.2,0.038,0.0,23.0,77.0,185.0,1.0,2.0,17,71.3,573.5,52.7,4255.0,0
2.0,3,0.2,0.0,0.0,22.0,81.0,230.0,0.0,0.0,20,44.0,460.0,40.0,5060.0,1
18.4,77,1.4,0.148,0.549,23.0,81.0,230.0,1.0,5.0,16,423.2,4232.0,294.4,5290.0,0
28.2,80,2.1,0.238,0.507,20.0,77.0,195.0,0.0,0.0,18,564.0,5499.0,507.59999999999997,3900.0,4
28.7,63,2.1,0.264,0.518,21.0,77.0,195.0,1.0,1.0,16,602.6999999999999,5596.5,459.2,4095.0,2
32.0,82,2.2,0.243,0.59,20.0,84.0,244.0,0.0,0.0,14,640.0,7808.0,448.0,4880.0,0
37.0,82,2.5,0.271,0.618,21.0,84.0,244.0,0.0,0.0,15,777.0,9028.0,555.0,5124.0,0
13.8,51,1.0,0.171,0.564,22.0,82.0,245.0,0.0,0.0,19,303.6,3381.0,262.2,5390.0,3
20.9,57,1.5,0.184,0.611,23.0,82.0,245.0,1.0,5.0,18,480.7,5120.5,376.2,5635.0,3
28.6,78,2.0,0.122,0.489,20.0,79.0,225.0,0.0,0.0,17,572.0,6435.0,486.20000000000005,4500.0,3
34.7,18,2.4,0.198,0.399,21.0,79.0,225.0,1.0,2.0,15,728.7,7807.500000000001,520.5,4725.0,1
21.4,66,1.6,0.131,0.588,22.0,84.0,240.0,0.0,0.0,19,470.79999999999995,5136.0,406.59999999999997,5280.0,0
18.9,75,1.3,0.195,0.558,23.0,84.0,240.0,1.0,3.0,19,434.7,4536.0,359.09999999999997,5520.0,3
10.7,63,0.8,0.166,0.507,20.0,79.0,205.0,0.0,0.0,20,214.0,2193.5,214.0,4100.0,1
20.3,79,1.4,0.143,0.516,21.0,79.0,205.0,0.0,0.0,16,426.3,4161.5,324.8,4305.0,1
21.1,81,1.6,0.166,0.513,23.0,84.0,240.0,0.0,0.0,16,485.3,5064.0,337.6,5520.0,2
26.1,75,1.9,0.216,0.502,24.0,84.0,240.0,1.0,1.0,16,626.4000000000001,6264.0,417.6,5760.0,2
27.7,76,2.0,0.228,0.535,19.0,78.0,206.0,0.0,0.0,14,526.3,5706.2,387.8,3914.0,0
35.0,78,2.4,0.28,0.531,20.0,78.0,206.0,0.0,0.0,14,700.0,7210.0,490.0,4120.0,5
12.2,57,0.9,0.199,0.49,21.0,75.0,185.0,0.0,0.0,16,256.2,2257.0,195.2,3885.0,0
14.9,31,1.1,0.212,0.407,22.0,75.0,185.0,1.0,2.0,17,327.8,2756.5,253.3,4070.0,0
22.8,60,1.6,0.207,0.531,20.0,83.0,243.0,0.0,0.0,17,456.0,5540.400000000001,387.6,4860.0,1
31.4,81,2.2,0.195,0.585,21.0,83.0,243.0,1.0,4.0,17,659.4,7630.2,533.8,5103.0,2
17.3,80,1.2,0.178,0.517,20.0,82.0,234.0,0.0,0.0,18,346.0,4048.2000000000003,311.40000000000003,4680.0,0
16.3,71,1.1,0.209,0.464,21.0,82.0,234.0,0.0,0.0,17,342.3,3814.2000000000003,277.1,4914.0,0
23.1,73,1.7,0.191,0.46,20.0,79.0,245.0,0.0,0.0,20,462.0,5659.5,462.0,4900.0,0
17.8,77,1.3,0.144,0.436,21.0,79.0,245.0,1.0,1.0,17,373.8,4361.0,302.6,5145.0,1
16.6,76,1.2,0.185,0.479,23.0,76.0,195.0,0.0,0.0,17,381.8,3237.0000000000005,282.20000000000005,4485.0,0
16.3,63,1.2,0.159,0.555,24.0,76.0,198.0,0.0,0.0,17,391.20000000000005,3227.4,277.1,4752.0,0
17.8,62,1.3,0.203,0.469,21.0,83.0,230.0,0.0,0.0,17,373.8,4094.0,302.6,4830.0,0
15.6,64,1.2,0.19,0.545,22.0,83.0,246.0,1.0,1.0,17,343.2,3837.6,265.2,5412.0,1
4.1,5,0.3,0.14,0.643,20.0,81.0,220.0,0.0,0.0,20,82.0,901.9999999999999,82.0,4400.0,2
8.4,53,0.6,0.126,0.553,21.0,81.0,220.0,1.0,1.0,17,176.4,1848.0,142.8,4620.0,0
14.3,70,1.0,0.13,0.398,19.0,78.0,202.0,0.0,0.0,20,271.7,2888.6000000000004,286.0,3838.0,1
11.2,41,0.8,0.169,0.449,20.0,78.0,202.0,0.0,0.0,18,224.0,2262.3999999999996,201.6,4040.0,0
8.5,17,0.6,0.185,0.49,20.0,83.0,220.0,0.0,0.0,19,170.0,1870.0,161.5,4400.0,2
8.2,13,0.6,0.15,0.591,21.0,83.0,220.0,0.0,0.0,16,172.2,1803.9999999999998,131.2,4620.0,2
3.6,16,0.2,0.193,0.398,21.0,80.0,235.0,0.0,0.0,19,75.60000000000001,846.0,68.4,4935.0,1
5.6,25,0.4,0.148,0.473,22.0,80.0,235.0,1.0,2.0,17,123.19999999999999,1316.0,95.19999999999999,5170.0,0
6.1,1,0.4,0.143,1.0,24.0,81.0,250.0,0.0,0.0,17,146.39999999999998,1525.0,103.69999999999999,6000.0,0
21.2,29,1.6,0.131,0.519,21.0,79.0,220.0,0.0,0.0,15,445.2,4664.0,318.0,4620.0,2
22.6,78,1.7,0.185,0.517,22.0,79.0,214.0,1.0,2.0,14,497.20000000000005,4836.400000000001,316.40000000000003,4708.0,1
8.0,39,0.6,0.168,0.326,22.0,74.0,190.0,0.0,0.0,19,176.0,1520.0,152.0,4180.0,0
17.1,74,1.3,0.167,0.466,23.0,74.0,190.0,0.0,0.0,17,393.3,3249.0000000000005,290.70000000000005,4370.0,0
14.8,49,1.1,0.174,0.541,23.0,76.0,215.0,0.0,0.0,17,340.40000000000003,3182.0,251.60000000000002,4945.0,0
18.0,76,1.3,0.208,0.552,24.0,76.0,215.0,0.0,0.0,17,432.0,3870.0,306.0,5160.0,0
11.5,26,0.9,0.193,0.586,24.0,74.0,185.0,0.0,0.0,15,276.0,2127.5,172.5,4440.0,0
14.1,27,1.0,0.179,0.534,22.0,82.0,239.0,0.0,0.0,18,310.2,3369.9,253.79999999999998,5258.0,2
13.3,42,1.0,0.156,0.477,23.0,82.0,239.0,1.0,3.0,17,305.90000000000003,3178.7000000000003,226.10000000000002,5497.0,3
13.4,14,1.0,0.192,0.579,24.0,74.0,179.0,0.0,0.0,17,321.6,2398.6,227.8,4296.0,0
15.1,24,1.2,0.158,0.47,21.0,83.0,200.0,0.0,0.0,15,317.09999999999997,3020.0,226.5,4200.0,0
5.0,16,0.4,0.189,0.526,22.0,81.0,215.0,1.0,1.0,16,110.0,1075.0,80.0,4730.0,0
4.2,34,0.3,0.178,0.352,23.0,77.0,206.0,0.0,0.0,19,96.60000000000001,865.2,79.8,4738.0,0
8.1,39,0.6,0.127,0.645,24.0,77.0,210.0,1.0,1.0,15,194.39999999999998,1701.0,121.5,5040.0,0
18.4,72,1.3,0.199,0.564,23.0,83.0,240.0,0.0,0.0,15,423.2,4416.0,276.0,5520.0,0
21.3,52,1.5,0.134,0.569,22.0,78.0,200.0,0.0,0.0,17,468.6,4260.0,362.1,4400.0,2
30.5,53,2.2,0.165,0.493,23.0,78.0,200.0,0.0,0.0,15,701.5,6100.0,457.5,4600.0,1
10.1,38,0.7,0.19,0.511,23.0,78.0,205.0,0.0,0.0,20,232.29999999999998,2070.5,202.0,4715.0,0
9.8,39,0.7,0.191,0.459,24.0,78.0,205.0,0.0,0.0,17,235.20000000000002,2009.0000000000002,166.60000000000002,4920.0,0
9.4,41,0.7,0.233,0.428,24.0,74.0,180.0,0.0,0.0,17,225.60000000000002,1692.0,159.8,4320.0,1
4.1,33,0.3,0.251,0.433,25.0,74.0,180.0,1.0,1.0,17,102.49999999999999,737.9999999999999,69.69999999999999,4500.0,1
7.0,27,0.5,0.119,0.612,23.0,78.0,226.0,0.0,0.0,16,161.0,1582.0,112.0,5198.0,2
20.1,63,1.5,0.124,0.544,23.0,81.0,230.0,0.0,0.0,18,462.3,4623.0,361.8,5290.0,4
22.9,63,1.7,0.133,0.567,24.0,81.0,230.0,1.0,3.0,16,549.5999999999999,5267.0,366.4,5520.0,1
17.9,79,1.4,0.166,0.541,21.0,80.0,218.0,0.0,0.0,19,375.9,3902.2,340.09999999999997,4578.0,0
14.8,65,1.1,0.187,0.45,22.0,80.0,218.0,0.0,0.0,15,325.6,3226.4,222.0,4796.0,0
6.8,10,0.5,0.194,0.481,23.0,80.0,260.0,0.0,0.0,14,156.4,1768.0,95.2,5980.0,1
15.1,47,1.0,0.203,0.547,24.0,80.0,260.0,0.0,0.0,14,362.4,3926.0,211.4,6240.0,1
3.5,12,0.2,0.255,0.337,23.0,79.0,185.0,0.0,0.0,19,80.5,647.5,66.5,4255.0,0
10.3,31,0.8,0.135,0.601,23.0,82.0,275.0,0.0,0.0,17,236.9,2832.5,175.10000000000002,6325.0,2
15.8,66,1.1,0.124,0.603,24.0,81.0,266.0,0.0,0.0,17,379.20000000000005,4202.8,268.6,6384.0,1
9.4,54,0.6,0.22,0.662,27.0,87.0,290.0,0.0,0.0,17,253.8,2726.0,159.8,7830.0,0
8.4,35,0.6,0.239,0.606,28.0,87.0,290.0,0.0,0.0,17,235.20000000000002,2436.0,142.8,8120.0,0
14.5,21,1.1,0.122,0.49,23.0,79.0,210.0,0.0,0.0,16,333.5,3045.0,232.0,4830.0,0
11.7,34,0.8,0.138,0.636,30.0,86.0,245.0,0.0,0.0,17,351.0,2866.5,198.89999999999998,7350.0,1
12.4,73,0.9,0.105,0.65,31.0,86.0,245.0,1.0,2.0,15,384.40000000000003,3038.0,186.0,7595.0,2
16.4,53,1.2,0.161,0.488,33.0,75.0,200.0,0.0,0.0,18,541.1999999999999,3279.9999999999995,295.2,6600.0,0
13.6,17,1.0,0.249,0.492,29.0,74.0,185.0,0.0,0.0,15,394.4,2516.0,204.0,5365.0,0
17.1,73,1.2,0.181,0.456,28.0,75.0,190.0,0.0,0.0,18,478.80000000000007,3249.0000000000005,307.8,5320.0,4
24.1,7,1.8,0.117,0.38,23.0,74.0,165.0,0.0,0.0,17,554.3000000000001,3976.5000000000005,409.70000000000005,3795.0,0
10.2,20,0.8,0.167,0.462,24.0,74.0,165.0,0.0,0.0,16,244.79999999999998,1682.9999999999998,163.2,3960.0,0
13.3,43,1.0,0.145,0.44,19.0,85.0,225.0,0.0,0.0,14,252.70000000000002,2992.5,186.20000000000002,4275.0,0
20.1,81,1.4,0.156,0.469,21.0,83.0,240.0,0.0,0.0,15,422.1,4824.0,301.5,5040.0,1
12.3,33,0.9,0.186,0.404,21.0,76.0,202.0,0.0,0.0,17,258.3,2484.6000000000004,209.10000000000002,4242.0,0
7.5,22,0.6,0.216,0.536,20.0,77.0,196.0,0.0,0.0,17,150.0,1470.0,127.5,3920.0,1
21.3,82,1.6,0.194,0.529,19.0,82.0,233.0,0.0,0.0,14,404.7,4962.900000000001,298.2,4427.0,1
6.6,36,0.5,0.113,0.528,20.0,82.0,240.0,0.0,0.0,17,132.0,1584.0,112.19999999999999,4800.0,3
17.1,78,1.3,0.139,0.432,23.0,76.0,205.0,0.0,0.0,15,393.3,3505.5000000000005,256.5,4715.0,4
7.7,19,0.6,0.234,0.444,20.0,83.0,245.0,0.0,0.0,17,154.0,1886.5,130.9,4900.0,0
23.0,82,1.8,0.209,0.541,24.0,76.0,214.0,0.0,0.0,19,552.0,4922.0,437.0,5136.0,0
28.9,79,2.1,0.166,0.474,19.0,81.0,190.0,0.0,0.0,16,549.1,5491.0,462.4,3610.0,2
3.4,5,0.2,0.159,0.753,22.0,73.0,201.0,0.0,0.0,17,74.8,683.4,57.8,4422.0,0
3.1,3,0.2,0.348,0.286,23.0,82.0,230.0,0.0,0.0,18,71.3,713.0,55.800000000000004,5290.0,0
8.5,10,0.6,0.135,0.466,22.0,84.0,245.0,0.0,0.0,17,187.0,2082.5,144.5,5390.0,0
18.5,33,1.3,0.209,0.577,21.0,83.0,225.0,0.0,0.0,19,388.5,4162.5,351.5,4725.0,1
21.7,57,1.6,0.161,0.556,22.0,79.0,203.0,0.0,0.0,14,477.4,4405.099999999999,303.8,4466.0,1
9.9,57,0.8,0.181,0.558,20.0,85.0,223.0,0.0,0.0,18,198.0,2207.7000000000003,178.20000000000002,4460.0,0
8.5,38,0.6,0.23,0.503,20.0,77.0,170.0,0.0,0.0,15,170.0,1445.0,127.5,3400.0,1
21.5,82,1.7,0.212,0.518,20.0,76.0,207.0,0.0,0.0,17,430.0,4450.5,365.5,4140.0,0
11.6,54,0.9,0.117,0.589,21.0,84.0,230.0,0.0,0.0,17,243.6,2668.0,197.2,4830.0,0
16.6,59,1.2,0.168,0.513,23.0,80.0,220.0,0.0,0.0,18,381.8,3652.0000000000005,298.8,5060.0,0
18.4,61,1.4,0.199,0.474,21.0,70.0,150.0,0.0,0.0,14,386.4,2760.0,257.59999999999997,3150.0,1
17.1,57,1.3,0.153,0.492,23.0,78.0,212.0,0.0,0.0,17,393.3,3625.2000000000003,290.70000000000005,4876.0,1
16.5,52,1.2,0.149,0.456,24.0,76.0,220.0,0.0,0.0,15,396.0,3630.0,247.5,5280.0,2
17.2,78,1.3,0.176,0.54,20.0,79.0,225.0,0.0,0.0,17,344.0,3870.0,292.4,4500.0,4
9.8,38,0.7,0.144,0.481,22.0,78.0,210.0,0.0,0.0,18,215.60000000000002,2058.0,176.4,4620.0,6
4.4,12,0.3,0.172,0.59,23.0,81.0,235.0,0.0,0.0,17,101.2,1034.0,74.80000000000001,5405.0,0
26.4,75,1.9,0.182,0.555,24.0,77.0,215.0,0.0,0.0,18,633.5999999999999,5676.0,475.2,5160.0,2
11.7,17,0.9,0.198,0.51,20.0,81.0,220.0,0.0,0.0,17,234.0,2574.0,198.89999999999998,4400.0,0
9.2,42,0.7,0.243,0.462,22.0,69.0,176.0,0.0,0.0,18,202.39999999999998,1619.1999999999998,165.6,3872.0,0
7.1,35,0.5,0.186,0.404,23.0,81.0,210.0,0.0,0.0,15,163.29999999999998,1491.0,106.5,4830.0,0
15.1,71,1.1,0.116,0.54,21.0,79.0,185.0,0.0,0.0,17,317.09999999999997,2793.5,256.7,3885.0,3
4.0,23,0.3,0.184,0.285,24.0,80.0,230.0,0.0,0.0,17,96.0,920.0,68.0,5520.0,0
10.3,5,0.7,0.105,0.799,20.0,82.0,245.0,0.0,0.0,16,206.0,2523.5,164.8,4900.0,1
16.5,6,1.3,0.157,0.413,24.0,75.0,190.0,0.0,0.0,18,396.0,3135.0,297.0,4560.0,0
9.0,22,0.6,0.189,0.517,21.0,78.0,205.0,0.0,0.0,19,189.0,1845.0,171.0,4305.0,1
16.9,14,1.2,0.159,0.525,22.0,77.0,230.0,0.0,0.0,17,371.79999999999995,3886.9999999999995,287.29999999999995,5060.0,6
15.6,55,1.2,0.129,0.523,23.0,81.0,230.0,0.0,0.0,17,358.8,3588.0,265.2,5290.0,0
22.5,73,1.7,0.18,0.487,22.0,76.0,213.0,0.0,0.0,14,495.0,4792.5,315.0,4686.0,2
18.6,30,1.3,0.169,0.511,22.0,79.0,210.0,0.0,0.0,16,409.20000000000005,3906.0000000000005,297.6,4620.0,3
17.2,69,1.4,0.175,0.536,22.0,78.0,205.0,0.0,0.0,18,378.4,3526.0,309.59999999999997,4510.0,1
26.0,46,1.9,0.192,0.533,24.0,72.0,180.0,0.0,0.0,15,624.0,4680.0,390.0,4320.0,0
26.1,6,2.0,0.162,0.548,23.0,79.0,238.0,0.0,0.0,18,600.3000000000001,6211.8,469.8,5474.0,0
5.0,16,0.4,0.224,0.511,22.0,78.0,190.0,0.0,0.0,15,110.0,950.0,75.0,4180.0,0
13.0,4,0.9,0.064,0.19,22.0,75.0,170.0,0.0,0.0,16,286.0,2210.0,208.0,3740.0,0
13.6,62,1.0,0.139,0.592,21.0,81.0,230.0,0.0,0.0,17,285.59999999999997,3128.0,231.2,4830.0,1
16.0,38,1.1,0.201,0.547,20.0,85.0,240.0,0.0,0.0,16,320.0,3840.0,256.0,4800.0,0
20.3,81,1.5,0.115,0.486,24.0,80.0,220.0,0.0,0.0,15,487.20000000000005,4466.0,304.5,5280.0,1
7.9,37,0.6,0.199,0.443,23.0,72.0,195.0,0.0,0.0,17,181.70000000000002,1540.5,134.3,4485.0,0
16.1,22,1.1,0.165,0.573,19.0,85.0,240.0,0.0,0.0,19,305.90000000000003,3864.0000000000005,305.90000000000003,4560.0,0
19.2,44,1.4,0.143,0.503,23.0,80.0,210.0,0.0,0.0,17,441.59999999999997,4032.0,326.4,4830.0,3
8.1,21,0.6,0.121,0.521,24.0,84.0,250.0,0.0,0.0,15,194.39999999999998,2025.0,121.5,6000.0,0
14.9,68,1.1,0.186,0.533,27.0,81.0,215.0,0.0,0.0,15,402.3,3203.5,223.5,5805.0,0
9.7,54,0.7,0.148,0.498,24.0,80.0,215.0,0.0,0.0,15,232.79999999999998,2085.5,145.5,5160.0,0
7.9,36,0.6,0.172,0.462,23.0,75.0,190.0,0.0,0.0,15,181.70000000000002,1501.0,118.5,4370.0,0
13.5,35,1.0,0.106,0.507,24.0,80.0,204.0,0.0,0.0,15,324.0,2754.0,202.5,4896.0,1
0.8,1,0.1,0.0,0.0,24.0,79.0,215.0,0.0,0.0,16,19.200000000000003,172.0,12.8,5160.0,0
9.5,5,0.7,0.122,0.614,23.0,78.0,220.0,0.0,0.0,15,218.5,2090.0,142.5,5060.0,0
17.0,32,1.3,0.117,0.604,20.0,79.0,190.0,0.0,0.0,14,340.0,3230.0,238.0,3800.0,0
19.9,20,1.5,0.118,0.611,24.0,76.0,209.0,0.0,0.0,16,477.59999999999997,4159.099999999999,318.4,5016.0,1
